,Age in 5-year groups,Type of place of residence,Number of household members,Source of drinking water,Has electricity,Type of toilet facility,Has radio,Time to get to water source (minutes),Age of head of household,under-5 mortality
5914,35-39,rural,,,no,no facility/bush/field,no,,,0.2551834130781499
5915,35-39,rural,,,no,no facility/bush/field,no,,45.0,0.22950819672131148
5916,35-39,rural,,,no,no facility/bush/field,no,,35.0,0.18461538461538463
5917,35-39,rural,,,no,no facility/bush/field,no,,40.0,0.22727272727272727
5918,35-39,rural,,,no,no facility/bush/field,yes,,,0.2484076433121019
5919,35-39,rural,,,no,no facility/bush/field,,,,0.2522768670309654
5920,35-39,rural,,,no,no facility/bush/field,,,45.0,0.2
5921,35-39,rural,,,no,no facility/bush/field,,,35.0,0.20588235294117646
5922,35-39,rural,,,no,no facility/bush/field,,,40.0,0.20408163265306123
5923,35-39,rural,,,no,no facility/bush/field,,,38.0,0.2903225806451613
5924,35-39,rural,,,no,no facility/bush/field,,,39.0,0.3380281690140845
5925,35-39,rural,,,,no facility/bush/field,no,,,0.2551834130781499
5926,35-39,rural,,,,no facility/bush/field,no,,45.0,0.22950819672131148
5927,35-39,rural,,,,no facility/bush/field,no,,35.0,0.18461538461538463
5928,35-39,rural,,,,no facility/bush/field,no,,40.0,0.22727272727272727
5929,35-39,rural,,,,no facility/bush/field,yes,,,0.2484076433121019
5930,35-39,rural,,,,no facility/bush/field,,,,0.2522768670309654
5931,35-39,rural,,,,no facility/bush/field,,,45.0,0.2
5932,35-39,rural,,,,no facility/bush/field,,,35.0,0.20588235294117646
5933,35-39,rural,,,,no facility/bush/field,,,40.0,0.20408163265306123
5934,35-39,rural,,,,no facility/bush/field,,,38.0,0.2903225806451613
5935,35-39,rural,,,,no facility/bush/field,,,39.0,0.3380281690140845
5936,35-39,rural,,,no,pit latrine with slab,no,,,0.19047619047619047
5937,35-39,rural,,,no,pit latrine with slab,yes,,,0.1942257217847769
5938,35-39,rural,,,no,pit latrine with slab,,,,0.19281045751633988
5939,35-39,rural,,,no,pit latrine with slab,,,45.0,0.07228915662650602
5940,35-39,rural,,,,pit latrine with slab,no,,,0.19047619047619047
5941,35-39,rural,,,,pit latrine with slab,yes,,,0.1942257217847769
5942,35-39,rural,,,,pit latrine with slab,,,,0.19281045751633988
5943,35-39,rural,,,,pit latrine with slab,,,45.0,0.07228915662650602
5944,35-39,rural,,,no,ventilated improved pit latrine (vip),no,,,0.19270833333333334
5945,35-39,rural,,,no,ventilated improved pit latrine (vip),yes,,,0.21341463414634146
5946,35-39,rural,,,no,ventilated improved pit latrine (vip),,,,0.20576923076923076
5947,35-39,rural,,,no,ventilated improved pit latrine (vip),,,35.0,0.1346153846153846
5948,35-39,rural,,,,ventilated improved pit latrine (vip),no,,,0.18877551020408162
5949,35-39,rural,,,,ventilated improved pit latrine (vip),yes,,,0.21068249258160238
5950,35-39,rural,,,,ventilated improved pit latrine (vip),,,,0.2026266416510319
5951,35-39,rural,,,,ventilated improved pit latrine (vip),,,35.0,0.1346153846153846
5952,35-39,rural,,,no,,no,,,0.22563176895306858
5953,35-39,rural,,,no,,no,,45.0,0.14423076923076922
5954,35-39,rural,,,no,,no,,36.0,0.2
5955,35-39,rural,,,no,,no,,35.0,0.24193548387096775
5956,35-39,rural,,,no,,no,,40.0,0.26717557251908397
5957,35-39,rural,,,no,,no,,42.0,0.16666666666666666
5958,35-39,rural,,,no,,no,,38.0,0.3111111111111111
5959,35-39,rural,,,no,,no,,50.0,0.2153846153846154
5960,35-39,rural,,,no,,no,,39.0,0.20588235294117646
5961,35-39,rural,,,no,,no,,37.0,0.24509803921568626
5962,35-39,rural,,,no,,yes,,49.0,0.273972602739726
5963,35-39,rural,,,no,,yes,,,0.21942110177404295
5964,35-39,rural,,,no,,yes,,55.0,0.2698412698412698
5965,35-39,rural,,,no,,yes,,45.0,0.17708333333333334
5966,35-39,rural,,,no,,yes,,36.0,0.24390243902439024
5967,35-39,rural,,,no,,yes,,35.0,0.20833333333333334
5968,35-39,rural,,,no,,yes,,40.0,0.23222748815165878
5969,35-39,rural,,,no,,yes,,65.0,0.08928571428571429
5970,35-39,rural,,,no,,yes,,42.0,0.18556701030927836
5971,35-39,rural,,,no,,yes,,43.0,0.19696969696969696
5972,35-39,rural,,,no,,yes,,38.0,0.2018348623853211
5973,35-39,rural,,,no,,yes,,50.0,0.30985915492957744
5974,35-39,rural,,,no,,yes,,39.0,0.2692307692307692
5975,35-39,rural,,,no,,yes,,44.0,0.16666666666666666
5976,35-39,rural,,,no,,yes,,37.0,0.2692307692307692
5977,35-39,rural,,,no,,yes,,52.0,0.171875
5978,35-39,rural,,,no,,yes,,47.0,0.14814814814814814
5979,35-39,rural,,,no,,,,49.0,0.2818181818181818
5980,35-39,rural,,,no,,,,,0.22213459516298634
5981,35-39,rural,,,no,,,,55.0,0.2903225806451613
5982,35-39,rural,,,no,,,,45.0,0.16
5983,35-39,rural,,,no,,,,36.0,0.22535211267605634
5984,35-39,rural,,,no,,,,67.0,0.2028985507246377
5985,35-39,rural,,,no,,,,35.0,0.22727272727272727
5986,35-39,rural,,,no,,,,40.0,0.24561403508771928
5987,35-39,rural,,,no,,,,65.0,0.08235294117647059
5988,35-39,rural,,,no,,,,42.0,0.17714285714285713
5989,35-39,rural,,,no,,,,43.0,0.2073170731707317
5990,35-39,rural,,,no,,,,38.0,0.25125628140703515
5991,35-39,rural,,,no,,,,50.0,0.2647058823529412
5992,35-39,rural,,,no,,,,46.0,0.20967741935483872
5993,35-39,rural,,,no,,,,48.0,0.17073170731707318
5994,35-39,rural,,,no,,,,60.0,0.22535211267605634
5995,35-39,rural,,,no,,,,39.0,0.25
5996,35-39,rural,,,no,,,,44.0,0.203125
5997,35-39,rural,,,no,,,,37.0,0.2532467532467532
5998,35-39,rural,,,no,,,,41.0,0.1206896551724138
5999,35-39,rural,,,no,,,,52.0,0.25225225225225223
6000,35-39,rural,,,no,,,,53.0,0.14814814814814814
6001,35-39,rural,,,no,,,,47.0,0.1780821917808219
6002,35-39,rural,,,,,no,,,0.22509003601440578
6003,35-39,rural,,,,,no,,45.0,0.14423076923076922
6004,35-39,rural,,,,,no,,36.0,0.2
6005,35-39,rural,,,,,no,,35.0,0.24193548387096775
6006,35-39,rural,,,,,no,,40.0,0.26717557251908397
6007,35-39,rural,,,,,no,,42.0,0.16666666666666666
6008,35-39,rural,,,,,no,,38.0,0.2978723404255319
6009,35-39,rural,,,,,no,,50.0,0.2153846153846154
6010,35-39,rural,,,,,no,,39.0,0.20588235294117646
6011,35-39,rural,,,,,no,,37.0,0.24509803921568626
6012,35-39,rural,,,,,yes,,49.0,0.273972602739726
6013,35-39,rural,,,,,yes,,,0.21876451463074778
6014,35-39,rural,,,,,yes,,55.0,0.2698412698412698
6015,35-39,rural,,,,,yes,,45.0,0.17708333333333334
6016,35-39,rural,,,,,yes,,36.0,0.23809523809523808
6017,35-39,rural,,,,,yes,,35.0,0.20833333333333334
6018,35-39,rural,,,,,yes,,40.0,0.23222748815165878
6019,35-39,rural,,,,,yes,,65.0,0.09836065573770492
6020,35-39,rural,,,,,yes,,42.0,0.18556701030927836
6021,35-39,rural,,,,,yes,,43.0,0.19696969696969696
6022,35-39,rural,,,,,yes,,38.0,0.2018348623853211
6023,35-39,rural,,,,,yes,,50.0,0.30985915492957744
6024,35-39,rural,,,,,yes,,39.0,0.2692307692307692
6025,35-39,rural,,,,,yes,,44.0,0.16666666666666666
6026,35-39,rural,,,,,yes,,37.0,0.2692307692307692
6027,35-39,rural,,,,,yes,,52.0,0.171875
6028,35-39,rural,,,,,yes,,47.0,0.14814814814814814
6029,35-39,rural,,,,,,,49.0,0.2818181818181818
6030,35-39,rural,,,,,,,,0.22152395915161036
6031,35-39,rural,,,,,,,55.0,0.2903225806451613
6032,35-39,rural,,,,,,,45.0,0.16
6033,35-39,rural,,,,,,,36.0,0.2222222222222222
6034,35-39,rural,,,,,,,67.0,0.2028985507246377
6035,35-39,rural,,,,,,,35.0,0.22727272727272727
6036,35-39,rural,,,,,,,40.0,0.24561403508771928
6037,35-39,rural,,,,,,,65.0,0.08888888888888889
6038,35-39,rural,,,,,,,42.0,0.17714285714285713
6039,35-39,rural,,,,,,,43.0,0.2073170731707317
6040,35-39,rural,,,,,,,38.0,0.24630541871921183
6041,35-39,rural,,,,,,,50.0,0.2647058823529412
6042,35-39,rural,,,,,,,46.0,0.20967741935483872
6043,35-39,rural,,,,,,,48.0,0.16279069767441862
6044,35-39,rural,,,,,,,60.0,0.22535211267605634
6045,35-39,rural,,,,,,,39.0,0.25
6046,35-39,rural,,,,,,,44.0,0.203125
6047,35-39,rural,,,,,,,37.0,0.2532467532467532
6048,35-39,rural,,,,,,,41.0,0.1206896551724138
6049,35-39,rural,,,,,,,52.0,0.25225225225225223
6050,35-39,rural,,,,,,,53.0,0.14814814814814814
6051,35-39,rural,,,,,,,47.0,0.1780821917808219
6052,35-39,rural,,,no,pit latrine without slab/open pit,,0.0,,0.2
6053,35-39,rural,,,,pit latrine without slab/open pit,,0.0,,0.2
6054,35-39,rural,,,no,,no,0.0,,0.22950819672131148
6055,35-39,rural,,,no,,yes,0.0,,0.225
6056,35-39,rural,,,no,,,0.0,,0.2265193370165746
6057,35-39,rural,,,,,no,0.0,,0.22950819672131148
6058,35-39,rural,,,,,yes,0.0,,0.21774193548387097
6059,35-39,rural,,,,,,0.0,,0.22162162162162163
6060,35-39,rural,,,no,pit latrine without slab/open pit,no,10.0,,0.22105263157894736
6061,35-39,rural,,,no,pit latrine without slab/open pit,yes,10.0,,0.22627737226277372
6062,35-39,rural,,,no,pit latrine without slab/open pit,,10.0,,0.22413793103448276
6063,35-39,rural,,,,pit latrine without slab/open pit,no,10.0,,0.22105263157894736
6064,35-39,rural,,,,pit latrine without slab/open pit,yes,10.0,,0.22627737226277372
6065,35-39,rural,,,,pit latrine without slab/open pit,,10.0,,0.22413793103448276
6066,35-39,rural,,,no,no facility/bush/field,no,10.0,,0.16279069767441862
6067,35-39,rural,,,no,no facility/bush/field,yes,10.0,,0.2857142857142857
6068,35-39,rural,,,no,no facility/bush/field,,10.0,,0.2440944881889764
6069,35-39,rural,,,,no facility/bush/field,no,10.0,,0.16279069767441862
6070,35-39,rural,,,,no facility/bush/field,yes,10.0,,0.2857142857142857
6071,35-39,rural,,,,no facility/bush/field,,10.0,,0.2440944881889764
6072,35-39,rural,,,no,pit latrine with slab,,10.0,,0.13157894736842105
6073,35-39,rural,,,,pit latrine with slab,,10.0,,0.13157894736842105
6074,35-39,rural,,,no,ventilated improved pit latrine (vip),,10.0,,0.24719101123595505
6075,35-39,rural,,,no,ventilated improved pit latrine (vip),yes,10.0,,0.2222222222222222
6076,35-39,rural,,,,ventilated improved pit latrine (vip),,10.0,,0.24719101123595505
6077,35-39,rural,,,,ventilated improved pit latrine (vip),yes,10.0,,0.2222222222222222
6078,35-39,rural,,,no,,no,10.0,,0.23300970873786409
6079,35-39,rural,,,no,,yes,10.0,,0.22121212121212122
6080,35-39,rural,,,no,,,10.0,,0.22574626865671643
6081,35-39,rural,,,no,,,10.0,45.0,0.1
6082,35-39,rural,,,no,,,10.0,40.0,0.29411764705882354
6083,35-39,rural,,,,,no,10.0,,0.23300970873786409
6084,35-39,rural,,,,,yes,10.0,,0.22121212121212122
6085,35-39,rural,,,,,,10.0,,0.22574626865671643
6086,35-39,rural,,,,,,10.0,45.0,0.1
6087,35-39,rural,,,,,,10.0,40.0,0.29411764705882354
6088,35-39,rural,,,no,pit latrine without slab/open pit,,4.0,,0.15625
6089,35-39,rural,,,,pit latrine without slab/open pit,,4.0,,0.15625
6090,35-39,rural,,,no,,,4.0,,0.15789473684210525
6091,35-39,rural,,,,,,4.0,,0.15789473684210525
6092,35-39,rural,,,no,pit latrine without slab/open pit,no,15.0,,0.0967741935483871
6093,35-39,rural,,,no,pit latrine without slab/open pit,yes,15.0,,0.2698412698412698
6094,35-39,rural,,,no,pit latrine without slab/open pit,,15.0,,0.184
6095,35-39,rural,,,,pit latrine without slab/open pit,no,15.0,,0.0967741935483871
6096,35-39,rural,,,,pit latrine without slab/open pit,yes,15.0,,0.2698412698412698
6097,35-39,rural,,,,pit latrine without slab/open pit,,15.0,,0.184
6098,35-39,rural,,,no,no facility/bush/field,no,15.0,,0.3387096774193548
6099,35-39,rural,,,no,no facility/bush/field,yes,15.0,,0.28846153846153844
6100,35-39,rural,,,no,no facility/bush/field,,15.0,,0.3157894736842105
6101,35-39,rural,,,,no facility/bush/field,no,15.0,,0.3387096774193548
6102,35-39,rural,,,,no facility/bush/field,yes,15.0,,0.28846153846153844
6103,35-39,rural,,,,no facility/bush/field,,15.0,,0.3157894736842105
6104,35-39,rural,,,no,,no,15.0,,0.2222222222222222
6105,35-39,rural,,,no,,yes,15.0,,0.22857142857142856
6106,35-39,rural,,,no,,,15.0,,0.2254335260115607
6107,35-39,rural,,,,,no,15.0,,0.2222222222222222
6108,35-39,rural,,,,,yes,15.0,,0.22857142857142856
6109,35-39,rural,,,,,,15.0,,0.2254335260115607
6110,35-39,rural,,,no,ventilated improved pit latrine (vip),,15.0,,0.18181818181818182
6111,35-39,rural,,,,ventilated improved pit latrine (vip),,15.0,,0.18181818181818182
6112,35-39,rural,,,no,,no,60.0,,0.2289156626506024
6113,35-39,rural,,,no,,yes,60.0,,0.19480519480519481
6114,35-39,rural,,,no,,,60.0,,0.2125
6115,35-39,rural,,,,,no,60.0,,0.2289156626506024
6116,35-39,rural,,,,,yes,60.0,,0.19480519480519481
6117,35-39,rural,,,,,,60.0,,0.2125
6118,35-39,rural,,,no,no facility/bush/field,no,60.0,,0.2878787878787879
6119,35-39,rural,,,no,no facility/bush/field,,60.0,,0.3076923076923077
6120,35-39,rural,,,,no facility/bush/field,no,60.0,,0.2878787878787879
6121,35-39,rural,,,,no facility/bush/field,,60.0,,0.3076923076923077
6122,35-39,rural,,,no,pit latrine without slab/open pit,,12.0,,0.34831460674157305
6123,35-39,rural,,,,pit latrine without slab/open pit,,12.0,,0.34831460674157305
6124,35-39,rural,,,no,no facility/bush/field,,12.0,,0.15517241379310345
6125,35-39,rural,,,,no facility/bush/field,,12.0,,0.15517241379310345
6126,35-39,rural,,,no,,no,12.0,,0.32407407407407407
6127,35-39,rural,,,no,,yes,12.0,,0.1527777777777778
6128,35-39,rural,,,no,,,12.0,,0.25555555555555554
6129,35-39,rural,,,,,no,12.0,,0.32407407407407407
6130,35-39,rural,,,,,yes,12.0,,0.1527777777777778
6131,35-39,rural,,,,,,12.0,,0.25555555555555554
6132,35-39,rural,,,no,pit latrine without slab/open pit,,5.0,,0.1643835616438356
6133,35-39,rural,,,no,pit latrine without slab/open pit,yes,5.0,,0.13829787234042554
6134,35-39,rural,,,,pit latrine without slab/open pit,,5.0,,0.1643835616438356
6135,35-39,rural,,,,pit latrine without slab/open pit,yes,5.0,,0.13829787234042554
6136,35-39,rural,,,no,,no,5.0,,0.2
6137,35-39,rural,,,no,,yes,5.0,,0.1853932584269663
6138,35-39,rural,,,no,,,5.0,,0.19112627986348124
6139,35-39,rural,,,,,no,5.0,,0.2
6140,35-39,rural,,,,,yes,5.0,,0.1853932584269663
6141,35-39,rural,,,,,,5.0,,0.19112627986348124
6142,35-39,rural,,,no,pit latrine with slab,,5.0,,0.22580645161290322
6143,35-39,rural,,,,pit latrine with slab,,5.0,,0.22580645161290322
6144,35-39,rural,,,no,,,9.0,,0.23333333333333334
6145,35-39,rural,,,,,,9.0,,0.23333333333333334
6146,35-39,rural,,,no,,,7.0,,0.2545454545454545
6147,35-39,rural,,,,,,7.0,,0.2545454545454545
6148,35-39,rural,,,no,,,45.0,,0.1566265060240964
6149,35-39,rural,,,,,,45.0,,0.1566265060240964
6150,35-39,rural,,,no,,,6.0,,0.17582417582417584
6151,35-39,rural,,,,,,6.0,,0.17582417582417584
6152,35-39,rural,,,no,pit latrine without slab/open pit,,30.0,,0.1610738255033557
6153,35-39,rural,,,no,pit latrine without slab/open pit,yes,30.0,,0.16666666666666666
6154,35-39,rural,,,,pit latrine without slab/open pit,,30.0,,0.1610738255033557
6155,35-39,rural,,,,pit latrine without slab/open pit,yes,30.0,,0.16666666666666666
6156,35-39,rural,,,no,no facility/bush/field,no,30.0,,0.27835051546391754
6157,35-39,rural,,,no,no facility/bush/field,yes,30.0,,0.3484848484848485
6158,35-39,rural,,,no,no facility/bush/field,,30.0,,0.3067484662576687
6159,35-39,rural,,,,no facility/bush/field,no,30.0,,0.27835051546391754
6160,35-39,rural,,,,no facility/bush/field,yes,30.0,,0.3484848484848485
6161,35-39,rural,,,,no facility/bush/field,,30.0,,0.3067484662576687
6162,35-39,rural,,,no,,no,30.0,,0.21195652173913043
6163,35-39,rural,,,no,,yes,30.0,,0.2396694214876033
6164,35-39,rural,,,no,,,30.0,,0.22769953051643194
6165,35-39,rural,,,,,no,30.0,,0.21195652173913043
6166,35-39,rural,,,,,yes,30.0,,0.2388663967611336
6167,35-39,rural,,,,,,30.0,,0.2273781902552204
6168,35-39,rural,,,no,ventilated improved pit latrine (vip),,30.0,,0.17647058823529413
6169,35-39,rural,,,no,ventilated improved pit latrine (vip),yes,30.0,,0.19148936170212766
6170,35-39,rural,,,,ventilated improved pit latrine (vip),,30.0,,0.1780821917808219
6171,35-39,rural,,,,ventilated improved pit latrine (vip),yes,30.0,,0.19230769230769232
6172,35-39,rural,,,no,,,40.0,,0.291970802919708
6173,35-39,rural,,,no,,yes,40.0,,0.22784810126582278
6174,35-39,rural,,,,,,40.0,,0.291970802919708
6175,35-39,rural,,,,,yes,40.0,,0.22784810126582278
6176,35-39,rural,,,no,,,25.0,,0.29411764705882354
6177,35-39,rural,,,no,,yes,25.0,,0.2830188679245283
6178,35-39,rural,,,,,no,25.0,,0.2830188679245283
6179,35-39,rural,,,,,yes,25.0,,0.2830188679245283
6180,35-39,rural,,,,,,25.0,,0.2830188679245283
6181,35-39,rural,,,no,,,8.0,,0.18691588785046728
6182,35-39,rural,,,no,,yes,8.0,,0.16393442622950818
6183,35-39,rural,,,,,,8.0,,0.18691588785046728
6184,35-39,rural,,,,,yes,8.0,,0.16393442622950818
6185,35-39,rural,,public tap/standpipe,no,pit latrine without slab/open pit,,,,0.31
6186,35-39,rural,,public tap/standpipe,no,pit latrine without slab/open pit,yes,,,0.375
6187,35-39,rural,,public tap/standpipe,,pit latrine without slab/open pit,,,,0.31
6188,35-39,rural,,public tap/standpipe,,pit latrine without slab/open pit,yes,,,0.375
6189,35-39,rural,,public tap/standpipe,no,,no,,,0.2
6190,35-39,rural,,public tap/standpipe,no,,yes,,,0.28431372549019607
6191,35-39,rural,,public tap/standpipe,no,,,,,0.25477707006369427
6192,35-39,rural,,public tap/standpipe,,,no,,,0.2
6193,35-39,rural,,public tap/standpipe,,,yes,,,0.28431372549019607
6194,35-39,rural,,public tap/standpipe,,,,,,0.25477707006369427
6195,35-39,rural,,public tap/standpipe,no,pit latrine with slab,,,,0.20512820512820512
6196,35-39,rural,,public tap/standpipe,no,pit latrine with slab,yes,,,0.20454545454545456
6197,35-39,rural,,public tap/standpipe,,pit latrine with slab,,,,0.20512820512820512
6198,35-39,rural,,public tap/standpipe,,pit latrine with slab,yes,,,0.20454545454545456
6199,35-39,rural,,public tap/standpipe,no,ventilated improved pit latrine (vip),,,,0.3037974683544304
6200,35-39,rural,,public tap/standpipe,no,ventilated improved pit latrine (vip),yes,,,0.3148148148148148
6201,35-39,rural,,public tap/standpipe,,ventilated improved pit latrine (vip),,,,0.3037974683544304
6202,35-39,rural,,public tap/standpipe,,ventilated improved pit latrine (vip),yes,,,0.3148148148148148
6203,35-39,rural,,public tap/standpipe,no,,,10.0,,0.3888888888888889
6204,35-39,rural,,public tap/standpipe,,,,10.0,,0.3888888888888889
6205,35-39,rural,,public tap/standpipe,no,,,5.0,,0.26153846153846155
6206,35-39,rural,,public tap/standpipe,,,,5.0,,0.26153846153846155
6207,35-39,rural,14.0,,no,,,,,0.3055555555555556
6208,35-39,rural,14.0,,no,,yes,,,0.3728813559322034
6209,35-39,rural,14.0,,,,,,,0.3055555555555556
6210,35-39,rural,14.0,,,,yes,,,0.3728813559322034
6211,35-39,urban,6.0,,no,,no,,,0.25316455696202533
6212,35-39,urban,6.0,,no,,yes,,,0.20491803278688525
6213,35-39,urban,6.0,,no,,,,,0.22388059701492538
